eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.98E+11,1979,9,11,,0,,217,United States,1,North America,New Jersey,Paramus,40.944407,-74.070626,1,0,,"9/11/1979: Six members of the May 19 Communist Order robbed an armored car leaving the Bamberger's Department Store at Garden State Mall in Paramus, New Jersey in the United States.  Two guards were temporarily held hostage and $105,000 were stolen. No casualties resulted from this incident.",1,0,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,1,Business,7,Retail/Grocery/Bakery,Bamberger's Department Store,"Bamberger's Department Store, Paraums New Jersey",217,United States,1,Business,,,Armored truck,,217,United States,,,,,,,,,May 19 Communist Order,,,,,,"The May 19 Communist Order consisted of Revolutionary Leftists attempting to ""expropriate"" funds from the establishment in order to improve to the conditions of the poor.  The armed robberies were viewed as a way to procure weapons and safe houses that would be used in the armed struggle against those in power.",0,,,0,6,5,0,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Nine millimeter handguns and handcuffs,0,0,0,0,0,0,1,3,Minor (likely < $1 million),105000,Money stolen,1,2,2,0.25,,,,0,,,,,,,,,"The tactics used in this incident were almost the same as 197812190014.  The robbery took place at 11:00 AM.  Mutulu Shakur provided look out while Sekou Odinga, Kuwasi Balagoon, and Mtayari Sundiata confronted the security guards.  The two guards were handcuffed and held captive at gunpoint while the perpetrators confiscated their weapons.  Tyrone Rison drove the getaway car.  The perpetrators then switched into a car driven by Marilyn Buck.  During the incident Sundiata's gun accidently discharged, but this did not alert the authorities.  It is believed that some of the proceeds from this robbery were given to Black radical Assata Shakur (Joanne Chesimard) after she escaped from prison two months later.  All of the perpetrators were eventually captured except for Mtayari Sundiata who was killed in a shoot-out with police in 1981.","John Castellucci, ""The Big Dance,"" Dodd, Mead & Company, 1986.",,,Hewitt Project,0,0,0,0,
1.98E+11,1979,10,21,,0,,217,United States,1,North America,Oklahoma,Oklahoma City,35.472015,-97.520354,1,0,parking lot,"10/21/1979: Joseph Paul Franklin was suspected of shooting Jesse Eugene Taylor, an African American, and his White girlfriend Marian Lisa Bressette outside of a supermarket in Oklahoma City, Oklahoma, United States.  Both Taylor and Bressette died from their injuries.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Interracial couple in Oklahoma City, Oklahoma",Interracial couple,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,,,1,1,1,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,sniper rifle,2,2,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"The incident occurred shortly before 5:00 PM.  The perpetrator was stationed in trees 100 yards away from Jesse Taylor and Marian Bressette. Joseph Paul Franklin allegedly admitted to a fellow prisoner that he killed Taylor and Bressette.  However, authorities dropped their charges against Frankin due to lack of evidence.  Nevertheless, Franklin is still widely suspected of being the perpetrator of this incident.","""Shopping Center Sniper Kills 2,"" Tri-City Herald, October 22, 1979.","""Franklin Told of Killings, Cellmate Says,"" Tri-City Herald, March 19, 1981.","""Oklahoma Dismisses Franklin Charges,"" Deseret News, January 13, 1983.",Hewitt Project,-9,-9,0,-9,
1.98E+11,1979,11,3,,0,,217,United States,1,North America,North Carolina,Greensboro,36.068994,-79.794704,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,83,Protester,,Anti-Klan Protestors,217,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,,0,,,0,14,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,5,5,0,10,10,0,0,,,,,0,,,,,,,0,,,,,,,,,,,,,HSI,0,0,0,0,
1.98E+11,1980,1,12,"January 8 - 12, 1980",0,,217,United States,1,North America,Indiana,Indianapolis,39.76691,-86.149964,1,0,,"1/12/1980: Joseph Paul Franklin was suspected of being the sniper who shot and killed Lawrence E. Reese, an African American, who was standing inside a Church's Fried Chicken restaurant in Indianapolis, Indiana, United States.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Black person  in Indianapolis, Indiana",African American,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,,,1,1,1,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,sniper rifle,1,1,0,0,0,0,1,3,Minor (likely < $1 million),-99,window shattered,0,,,,,,,0,,,,,,,,,"The incident took place at 11:10 PM.  Sources conflict as to whether the incident took place  on 1/8/1980, 1/11/1980, or 1/12/1980.  Sources do agree that the incident took place days before the shooting of Leo Watkins (198001140013).  It is also believed that the same sniper rifle was used in both incidents.  Joseph Paul Franklin was indicted for the shooting; however, he has yet to be convicted.  Nevertheless, he is still widely suspected of killing Lawrence Reese.","""Sniper Held in 4 More Killings,"" Pittsburgh Post-Gazette, March 19, 1981.","""Choice of Black Slaying Victims Puzzles Officials,"" Milwaukee Journal, November 9, 1980.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.",Hewitt Project,-9,-9,0,-9,
1.98E+11,1980,1,14,"January 12 - 17, 1980",0,,217,United States,1,North America,Indiana,Indianapolis,39.76691,-86.149964,1,0,,"1/14/1980: Joseph Paul Franklin was suspected of being the sniper who shot and killed Theo T. Watkins, an African American, who was standing inside a Qwic Pic Market in Indianapolis, Indiana, United States.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Black person  in Indianapolis, Indiana",African American,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,,,1,1,1,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,sniper rifle,1,1,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,"The incident took place at 10:50 PM.  Sources conflict as to whether the incident took place  on 1/12/1980, 1/16/1980, or 1/17/1980.  Sources do agree that the incident took place days after the shooting of Lawrence Reese (198001120010).  It is also believed that the same sniper rifle was used in both incidents.  Joseph Paul Franklin was indicted for the shooting; however, he has yet to be convicted.  Nevertheless, he is still widely suspected of killing Theo Watkins.","""Sniper Held in 4 More Killings,"" Pittsburgh Post-Gazette, March 19, 1981.","""Choice of Black Slaying Victims Puzzles Officials,"" Milwaukee Journal, November 9, 1980.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.",Hewitt Project,-9,-9,0,-9,
1.98E+11,1980,2,17,,0,,217,United States,1,North America,New Jersey,Barnegat,39.753995,-74.222819,1,0,"at residence on Village Drive in Barnegat, NJ","02/17/1980: Shots were fired into the home and garage of a black family on Village Drive in Barnegut, New Jersey, United States.  Eighteen-year-old Aaron Morrison, who was a Ku Klux Klan organizer, was suspected to be responsible for the shots, and after searching his home, police found an arsenal of weapons including four rifles, two handguns, a shotgun, knives, brass knuckles, and ammunition in the attic of Morrison's home on Village Drive, just across the street from the home which was the target of the shots fired. It is unknown whether any damage was caused by the shots or if any individuals were injured.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,Black family,Home of Joseph Sanders and his family,217,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,Unknown,1,,,0,1,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,,,,-9,,,,,,,,,,,,,,,,,,,,,"This incident may be purely a hate crime against the black family, and, it is unclear whether it was the individual work of Morrison, or if it was related to his connections with the Ku Klux Klan.","""The Region: Jersey Police Hunt for Klan Organizer,"" New York Times, February 18, 1980.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,0,0,0,0,
1.98E+11,1980,2,20,,0,,217,United States,1,North America,New York,Greenburgh,41.039559,-73.87149,1,0,,"2/20/1980: Eight members of the May 19 Communist Order attempted to rob an armored truck stationed outside of Korvettes Department Store in Greenburgh, New York, United States.  However, a security guard refused to open up the truck even as the perpetrators threatened to kill another guard they were holding hostage.  The perpetrators eventually fled from the scene without stealing any money. No casualties resulted from the incident.",1,0,1,1,2,Other Crime Type,0,0,0,5,Hostage Taking (Barricade Incident),,,,,1,Business,7,Retail/Grocery/Bakery,Korvettes Department Store,"Korvettes Department Store, Greenburgh New York",217,United States,1,Business,,,Armored truck,,217,United States,,,,,,,,,May 19 Communist Order,,,,,,"The May 19 Communist Order consisted of Revolutionary Leftists attempting to ""expropriate"" funds from the establishment in order to improve to the conditions of the poor.  The armed robberies were viewed as a way to procure weapons and safe houses that would be used in the armed struggle against those in power.",0,,,0,8,7,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,M-16 Rifles and handcuffs,0,0,0,0,0,0,0,,,,,1,1,1,0.25,,,,0,,,,,,,,,"Sekou Odinga, Kuwasi Balagoon, and Mtayari Sundiata handcuffed the guards and Mutulu Shakur drove the getaway car.  The perpetrators switched into a vehicle driven by Susan Rosenberg and then once again switched into a truck driven by Marilyn Buck.   All of the perpetrators were eventually captured except for Mtayari Sundiata who was killed in a shoot-out with police in 1981.","John Castellucci, ""The Big Dance,"" Dodd, Mead & Company, 1986.",,,Hewitt Project,0,0,0,0,
1.98E+11,1980,2,21,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"02/21/1980: In the United States, unknown perpetrator(s) fired a shot through the window of the building housing the Soviet Mission to the UN in New York City, which was the intended target of the shot.  The .38 caliber bullet went through the window of an apartment housing a family of three, where a woman and seven year-old child were lucky to be missed by the bullet, which eventually hit a venetian blind and then fell to the floor.  No one was injured in the incident, but the window was shattered. The Tass news agency claimed the bullet was a link in the anti-Soviet campaign taking place in the US, and the agency denounced US authorities for inadequately safeguarding the Soviet Mission and its staff, despite repeated requests by the USSR.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",Soviet Mission to UN,building housing Soviet Mission to UN,359,Soviet Union,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The window of the building was shattered.,,,,,,,,,,,,,,,,,,"""Bullet Fired At Soviet Mission,"" The Associated Press, February 22, 1980.","""Protest over act of terrorism against Soviet UN Mission,"" BBC Summary of World Broadcasts, February 23, 1980.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,1,1,
1.98E+11,1980,3,15,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Bush Campaign,HDQS,217,United States,,,,,,,,,,,,,,,,,Fuerzas Armadas de Liberacion Nacional (FALN),,,,,,,0,,,0,4,,,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,3,Handgun,,,,,,,,,Rifle; Pistol,0,,,0,,,1,,,,,1,10,10,,,,,0,,,,,,,,,,,,,PGIS,1,0,0,1,
1.98E+11,1980,3,15,,0,,217,United States,1,North America,Illinois,Chicago,41.842602,-87.681229,1,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,New World Bldg,Carter-Mondale Campaign HDQTS,217,United States,,,,,,,,,,,,,,,,,Fuerzas Armadas de Liberacion Nacional (FALN),,,,,,,0,,,0,4,,,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,3,Handgun,,,,,,,,,Rifle; Pistol,0,0,,0,0,,1,,,,,1,11,11,,,,,0,,,,,,,,,,,,,PGIS,1,0,0,1,
1.98E+11,1980,4,19,,0,,217,United States,1,North America,Georgia,Wrightsville,32.729505,-82.719069,1,0,at mobile home,"04/19/1980: Two white men fired shots from a shotgun into a mobile home while driving by, in Wrightsville, Georgia, United States, wounding nine-year-old black girl, Constance Folsom, in the forehead, neck, and chin.  The girl was in satisfactory condition and treated for her wounds.  It is unknown whether any property damage occurred. This incident occurred a few hours after a demonstration protesting the treatment of blacks in the racially divided community.  For several weeks prior to the incident, there had been unrest in the community between whites and blacks, with blacks protesting against racial, economic, and political injustices against them, asking for better jobs and representation in local government.  The perpetrators, Herschel Hall and Danny Foskey, were arrested and charged with aggravated assault. It is uncertain whether the two are members of the Ku Klux Klan.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,,"nine-year-old black girl, Constance Folsom",217,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,"The specific motive is unknown; however, This incident occurred a few hours after a demonstration protesting the treatment of blacks in the racially divided community.  For several weeks prior to the incident, there had been unrest in the community between whites and blacks, with blacks protesting against racial, economic, and political injustices against them, asking for better jobs and representation in local government.",1,,,0,2,2,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,shotgun,0,0,0,1,1,0,-9,,,,,,,,,,,,,,,,,,,,,,"""Around the Nation: Two White Men Arrested in Shooting of Black Child,"" New York Times, April 21, 1980.","""Two White Men Held in Shooting of 9-Year-Old Black Girl"", The Associated Press, April 20, 1980.","""Relative of Wounded Girl Asks for Biracial Committee,"" The Associated Press, April 21, 1980.",Hewitt Project,0,0,0,0,
1.98E+11,1980,4,19,,0,,217,United States,1,North America,Tennessee,Chattanooga,35.04644,-85.309464,1,0,at crowd on downtown street corner in predominantly black community,"04/19/1980: Three Ku Klux Klansmen, shot four black women, who were standing in crowd on a downtown street corner in predominantly black community in Chattanooga, Tennessee, United States.  The Klansmen, William Church (imperial wizard of the Justice Knights of the Ku Klux Klan), Larry Payne, and Marshall Thrash, fired the shots from a shotgun, while driving by in a car shortly after setting two wooden crosses on fire just a few blocks away.  The women were wounded, but all treated for their injuries and survived.  This incident occurred during a time of racial tensions in the community.  All three Klansmen were brought to trial on four counts of assault with intent to commit murder; Church and Payne were acquitted by an all-white jury, and Thrash was convicted of the shooting and sentenced to 20 months in prison and a fine.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,,"four black women; Lela May Evaes, Kathline Johnson, Viola S. Ellison, Opal Lee Jackson",217,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,The perpetrators say they intended for the shots to call attention to the burning crosses a few blacks away; the incident occurred during a time of racial tensions.,0,,,0,3,3,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,shotgun,0,0,0,4,4,0,-9,,,,,,,,,,,,,,,,,,,,,"Two crosses were burned just a few blocks from where the shooting occurred, and the men were also charged in a separate incident on the same night where shots were fired into a parked car and the shattered glass wounded a black woman nearby.","""Klansmen Held in Shootings,"" New York Times, April 19, 1980.","""Klansmen Arrested in Shooting,"" The Washington Post, April 20, 1980.","""Klansman Convicted, 2 Freed In Wounding of Black Women,"" The Washington Post, July 23, 1980.",Hewitt Project,0,0,0,0,
1.98E+11,1980,4,22,,0,,217,United States,1,North America,New York,Inwood,40.616,-73.746614,1,0,,"4/22/1980: Seven members of the May 19 Communist Order robbed a Purolator truck stationed outside of a European American Bank branch in Inwood, New York in the United States.  Three guards were temporarily held hostage and $529,000 was stolen. No casualties resulted from this incident.",1,0,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,1,Business,3,Bank/Commerce,European American Bank,"European American Bank, Inwood New York",217,United States,1,Business,3,Bank/Commerce,Purolator Courier,Purolator Armored Truck,38,Canada,,,,,,,,,May 19 Communist Order,,,,,,"The May 19 Communist Order consisted of Revolutionary Leftists attempting to ""expropriate"" funds from the establishment in order to improve to the conditions of the poor.  The armed robberies were viewed as a way to procure weapons and safe houses that would be used in the armed struggle against those in power.",0,,,0,7,6,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,M-16 Rifles and handcuffs,0,0,0,0,0,0,1,3,Minor (likely < $1 million),529000,Money stolen,1,3,3,0.25,,,,0,,,,,,,,,"Tyrone Rison held up traffic, Sekou Odinga, Kuwasi Balagoon, and Mtayari Sundiata handcuffed the guards and Mutulu Shakur drove the getaway car.  The perpetrators switched into a vehicle driven by Marilyn Buck.  Judy Clark participated as a back up car driver.   All of the perpetrators were eventually captured except for Mtayari Sundiata who was killed in a shoot-out with police in 1981.","John Castellucci, ""The Big Dance,"" Dodd, Mead & Company, 1986.","""Charges Filed in Brinks Robbery,"" Tri City Herald. September 21. 1982.",,Hewitt Project,0,1,1,1,
1.98E+11,1980,5,0,"April - May, 1980",0,,217,United States,1,North America,Wisconsin,Tomah,43.97257,-90.504769,1,1,,"5/00/1980: Rebecca Bergstrom was picked up by Joseph Paul Franklin while hitchhiking.  After she admitted to him that she had previously dated an African American, Franklin shot and killed her.  He discarded her body in Mill Bluff State Park near Tomah, Wisconsin, United States.  The body was not discovered until May 3, 1980.",1,1,1,1,2,Other Crime Type,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,White person who admitted to dating an African American,white person who admitted to dating an African American,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,,,1,1,1,0,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,pistol,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,Joseph Paul Franklin confessed to the killing in 1984.,"William G. Blair, ""Slayer A Suspect in 13 More Deaths,"" New York Times, March 25, 1984.","""Racist Charged In Slayings,"" The Dispatch, March 22, 1984.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,0,-9,
1.98E+11,1980,6,8,,0,,217,United States,1,North America,Ohio,Cincinnati,39.174345,-84.475014,1,0,Bond Hill,"6/8/1980: Joseph Paul Franklin shot and killed two African American teenagers, Darrell Lane and Dante Evans Brown, as they were walking on railroad tracks in Cincinnati, Ohio.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Black people in Cincinnati, Ohio",African Americans,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,,,1,1,1,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,sniper rifle with .44 caliber bullets,2,2,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Joseph Paul Franklin was convicted of this incident on October 21, 1998.  He stated that he was waiting on an overpass, looking to shoot an interracial couple, but he became impatient so he decided to shoot African Americans.  He was stationed around fifty feet away from Brown and Lane, shooting each twice.","William G. Blair, ""Slayer A Suspect in 13 More Deaths,"" New York Times, March 25, 1984.","""White Supremacist Guilty in Slayings,"" Toledo Blade, October 22, 1998.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.",Hewitt Project,-9,-9,0,-9,
1.98E+11,1980,6,15,,0,,217,United States,1,North America,Pennsylvania,Johnstown,40.32726,-78.918354,1,0,Washington Street Bridge,"6/15/1980: Joseph Paul Franklin shot and killed Arthur Smothers, an African American, and his white girlfriend, Kathleen Mikula, as they were walking across the Washington Street Bridge in Johnstown, Pennsylvania, in the United States.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Interracial couple in Johnstown, Pennsylvania",Interracial couple,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,,,1,1,1,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,sniper rifle,2,2,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,The incident took place at 12:14 PM.  Joseph Paul Franklin confessed to the shooting in 1998.  He shot Smothers and Mikula from a woodland area 152 feet away.,"""White Supremacist Admits Two Killings,"" New York Times, February 7, 1998.","Mike Pellegrini, ""Sniper Slaying of Biracial Couple Remains a Mystery,"" Pittsburgh Post-Gazette, July 22, 1985.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.",Hewitt Project,-9,-9,0,-9,
1.98E+11,1980,8,4,,0,,217,United States,1,North America,Michigan,Detroit,42.331685,-83.047924,1,0,outside a tavern on the west side of Detroit and also at residence,"08/04/1980: Eight white men, who were members of the Ku Klux Klan, opened shotgun fire on a black man, George Lester Stewart, while he was standing in a parking lot outside a west side bar in Detroit, Michigan in the United States.  Stewart frequented the tavern which had a mostly white clientele and a white bartender, and the eight perpetrators conspired, prior to the incident,  to kill Stewart because of his race, and had even threatened him the month prior to the attack.  After the attack in the parking lot failed to injure him, the perpetrators attempted to shoot him with automatic rifles at his residence and altogether fired 27 shots.  Neither Stewart, nor any other individuals were wounded in either attack. Charles Furtaw, Donald Johnson, Raymond Eugene Echlin, Eugene John, Walter Belcher, Richard Johnson, Ronald Bishop, and Joseph Greenwell were the eight arrested and charged in the attack, and four of them pleaded guilty in court.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,,"black man, George Lester Stewart, who frequented a tavern with white clientele and white bartender",217,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,Racially motivated crime; target was black and frequented a majority white tavern,0,,,0,8,8,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,shotgun and an M-16 automatic rifle,0,0,0,0,0,0,-9,,,,,,,,,,,,,,,,,,,,,"Upon capturing the perpetrators in a series of early-morning raids, the FBI uncovered and seized about 50 handguns, shotguns, and rifles, thousands of rounds of ammunition, and a variety of KKK literature and other paraphernalia.","""Eight accused in racial shooting,"" Baltimore Afro-American, August 16, 1980.","""Government wants stiff sentences for Klansmen,"" United Press International, January 1, 1981.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,0,0,0,0,
1.98E+11,1980,8,20,,0,,217,United States,1,North America,Utah,Salt Lake City,40.759505,-111.888229,1,0,Intersection of Fifth East and Ninth South,"8/20/1980:  Joseph Paul Franklin shot and killed two African Americans, Theodore Tracey Fields and David Loren Martin, who were jogging with two White women at Liberty Park in Salt Lake City, Utah in the United States.  One of the White women was also injured by bullet fragments.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,71,Race/Ethnicity Identified,"Interracial mixed group in Salt Lake City, Utah",Group of Black men and White women,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,"Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",0,,,1,1,1,0,,,,,,,,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,sniper rifle with .30 caliber bullets,2,2,0,1,1,0,0,,,,,0,,,,,,,0,,,,,,,,,This incident took place at 10:15 PM.  Joseph Paul Franklin was convicted of first-degree murder and sentenced to life in prison in 1981.  Franklin shot the joggers from around a distance of 40 yards.,"""Avowed Racist Convicted in Slaying of Two Blacks,"" Baltimore Sun, March 5, 1981.","""Racist Franklin Gets Life in Murders of 2 Black Utah Joggers,"" Baltimore Sun, September 24, 1981.","John E. Douglas, Ann W. Burgess, Allen G. Burgess, and Robert K. Ressler Eds., ""Classification Manual: A Standard System for Investigating and Classifying Violent Crimes"" Jossey-Bass,  2006.",Hewitt Project,-9,-9,0,-9,
1.98E+11,1980,10,1,,0,,217,United States,1,North America,California,Los Angeles,34.097866,-118.407379,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,10,Journalists & Media,55,Television Journalist/Staff/Facility,,local TV station,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Bullets,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
